Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Component/s,Component/s,Component/s,Component/s,Votes,Labels,Labels,Labels,Description,Environment,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Dependency),Outward issue link (Dependency),Outward issue link (Dependency),Outward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Work Breakdown),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Commits),Custom field (Done),Custom field (E-mail CCs),Custom field (E-mail Sender),Custom field (Epic Link),Custom field (Global Rank),Custom field (Mgmt Approval),Custom field (PM Owner),Custom field (Platform/s),Custom field (Platform/s),Custom field (Platform/s),Custom field (Platform/s),Custom field (Platform/s),Custom field (Platform/s),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Ranking),Custom field (Recruitment Status),Custom field (Recruitment Target),Custom field (Requested Country/Site),Custom field (RnD Owner),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Status),Custom field (Story Points),Custom field (Target Level),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Android Qt scoped file access,QTBUG-79373,287178,Suggestion,Reported,QTBUG,Qt,software,laknoll,"SCM can be found at the Git repository through http://code.qt.io/cgit/.
News on Qt development and releases can be found at http://www.qt.io",https://www.qt.io/qt-framework/,Not Evaluated,,rampe,DanielSt,DanielSt,21 Oct '19 16:01,08 Feb '21 10:19,18 Feb '21 09:41,,5.15,,,,,,,,,,,,,,,,,,,,,,Extras: Android,,,,2,,,,"Android enforces restricted file access starting with Android Q which can be turned off (android:requestLegacyExternalStorage=""true"" in the AndroidManifest.xml) but will be mandatory in Android R in 2020. Qt should somehow provide scoped file access. At the moment we can get scoped file access as follows:

# Request file access in a Java method.
# Pass the file handle from Java to C++ and use it as a parameter in QFile().",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,Android,,,,,,"0|i0qhye:6",9223372036854775807,9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add call*Method functions which take an array or a pointer of jvalues,QTBUG-80529,289706,Suggestion,Reported,QTBUG,Qt,software,laknoll,"SCM can be found at the Git repository through http://code.qt.io/cgit/.
News on Qt development and releases can be found at http://www.qt.io",https://www.qt.io/qt-framework/,Not Evaluated,,rampe,poikelin,poikelin,04 Dec '19 11:13,08 Feb '21 10:19,18 Feb '21 09:41,,,,,,,,,,,,,,,,,,,,,,,,Extras: Android,,,,1,Reported_by_support_standard,,,"Qt only provides va_args functions in QAndroidJniObject, but it is possible to pass a pointer of jvalues through Call*MethodA methods in jni interface. This could make some cases easier where same parameters are passed to many method calls.

https://docs.oracle.com/javase/7/docs/technotes/guides/jni/spec/functions.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,Android,,,,,,"0|i0qhye:9",9223372036854775807,9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add in a means to get to the QtActivity methods that are useful for applications,QTBUG-82432,294236,Suggestion,Reported,QTBUG,Qt,software,laknoll,"SCM can be found at the Git repository through http://code.qt.io/cgit/.
News on Qt development and releases can be found at http://www.qt.io",https://www.qt.io/qt-framework/,Not Evaluated,,rampe,andysh,andysh,24 Feb '20 09:17,08 Feb '21 10:19,18 Feb '21 09:41,,,,,,,,,,,,,,,,,,,,,,,,Extras: Android,,,,1,Reported_by_support_standard,,,"Add in a means to get to the QtActivity methods that are useful for applications. For example onNewIntent would be useful to provide a hook into for an application comprising of reusable components. Since Java does not allow multiple inheritance then it would mean that a single subclass of QtActivity would need to be extended to cover all possibilities, whereas it would be better if a function could be called or a signal emitted to indicate that this has happened so the application can respond to it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,Android,,,,,,"0|i0qhye:c",9223372036854775807,9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QAndroidInAppTransaction should expose purchaseToken,QTBUG-77378,282157,Suggestion,Reported,QTBUG,Qt,software,laknoll,"SCM can be found at the Git repository through http://code.qt.io/cgit/.
News on Qt development and releases can be found at http://www.qt.io",https://www.qt.io/qt-framework/,Not Evaluated,,rampe,rhardih,rhardih,07 Aug '19 16:11,08 Feb '21 10:19,18 Feb '21 09:41,,5.12.4,,,,,,,,,,,,,,,,,,,,,,Purchasing,,,,0,,,,"Since the existing API doesn't provide a way, to figure out if a previous purchase was refunded, one way however is to use the Google Play Developer API.

The way to look up a purchase is by *purchaseToken* and not the *orderId*, that is currently exposed:

[https://developers.google.com/android-publisher/api-ref/purchases/products/get|https://developers.google.com/android-publisher/api-ref/purchases/products/get]

It appears that the token is actually propagated all the way back to, and assigned, in the transaction instance, being used when finalising. It's just not exposed.

Aside from *orderId*, I propose to expose *purchaseToken* as well, in order to be able to get query purchase status via the developer api.

Either that, or provide the same functionality in Purchasing.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,Android,,,,,,"0|i0qhye:g",9223372036854775807,9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add wrapper functions for the other extra* variants for Android's Intent,QTBUG-71019,268095,Suggestion,Reported,QTBUG,Qt,software,laknoll,"SCM can be found at the Git repository through http://code.qt.io/cgit/.
News on Qt development and releases can be found at http://www.qt.io",https://www.qt.io/qt-framework/,Not Evaluated,,rampe,andysh,andysh,09 Oct '18 06:17,08 Feb '21 10:19,18 Feb '21 09:41,,,,,,,,,,,,,,,,,,,,,,,,Extras: Android,,,,0,Reported_by_support_standard,,,"Add wrapper functions for the other extra* variants for Android's Intent. At least we can provide those that we are able to wrap around, otherwise just using QByteArray will cause it to return nothing if it is not put as a QByteArray.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,,,,"0|i0qhye:k",9223372036854775807,9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qt on android needs a built-in way to convert Android URIs to real paths,QTBUG-83987,298334,Suggestion,Reported,QTBUG,Qt,software,laknoll,"SCM can be found at the Git repository through http://code.qt.io/cgit/.
News on Qt development and releases can be found at http://www.qt.io",https://www.qt.io/qt-framework/,Not Evaluated,,rampe,monsterovich,monsterovich,04 May '20 18:13,08 Feb '21 10:18,18 Feb '21 09:41,,5.14.2,,,,,,,,,,,,,,,,,,,,,,Extras: Android,,,,3,,,,"Android doesn't use normal URIs like:
{code:java}
file:///path_to_file
{code}
 Instead of that, in content providers you will have something like this:
{code:java}
content://com.example.app.provider/a_lot_of_data
{code}
This format can be different in Android activities which provide any files (FileDialog.fileUrl in QML) or only images (not implemented in Qt, I implemented it myself in my project, see [PhotoDialog|https://gitlab.com/Monsterovich/protox/-/tree/qturiconverter/sources/cpp/native/android]). That's why we need a build-in way to convert these URIs to normal paths, like a function:
{code:c++}
QString QtAndroid::uriToRealPath(const QString &uri);
{code}
 
 I have examples of implementation in my project:
 * [One|https://gitlab.com/Monsterovich/protox/-/blob/master/android/src/activity/QtActivityEx.java#L130]
 * [Two|https://gitlab.com/Monsterovich/protox/-/blob/master/sources/cpp/main.cpp#L645]",,,,,,,,,,,,,,,QTBUG-84572,QTBUG-85238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,Android,,,,,,"0|i0qhye:",9223372036854775807,9223372036854775807,,,,,,,,,,,,,,"03 Jun '20 08:16;assam;I don't think this is recommended by Android. Android paths are now using the content scheme and Android APIs don't provide ways to directly convert them, and IMHO trying to convert some them doesn't generalize well and might change at any time. Also, Qt can read content scheme files anyways.","03 Jun '20 12:57;monsterovich;>I don't think this is recommended by Android.

1. Converting content paths to real paths should be the default feature in Android but it isn't. This is a bad API architecture. In this case I don't care what they recommend or not.

2. A developer spends *a lot* of time on writing such functions and it always crashes because of wrong implementation.  Android lacks documentation IMHO.

3. This piece of code is copied from project to project. There are a lot of examples on StackOverflow but some of them are unfinished and half-broken that's why we need that feature in Qt by default where it'd be implemented correctly.","05 Jun '20 13:49;assam;I don't think it _should_ be the default behavior, because it's error-prone because Android doesn't offer a universal way to convert those paths, in the long run, this kind of conversion method would end up removed or deprecated unnoticed. That's why I don't think it's a good idea to go against what Android itself offers.","05 Jun '20 14:59;monsterovich; >I don't think it _should_ be the default behavior, because it's error-prone because Android doesn't offer a universal way to convert those paths

What do you suggest then?

>this kind of conversion method would end up removed or deprecated unnoticed

It wasn't removed for 10 Android versions.


>That's why I don't think it's a good idea to go against what Android itself offers.

Using third-party frameworks already goes against Android. That's why I'm here.

 ","17 Dec '20 11:52;assam;[~monsterovich] I think a better way is to use the FileProvider from Android, we should find a way to use that with Qt (QTBUG-85238).

The other option to get a path that's not content scheme is to use the non native FileDialog by providing the flag [QFileDialog::DontUseNativeDialog|https://doc.qt.io/qt-5/qfiledialog.html#Option-enum] to your fileDialog.",,,,,,,,,,,,,,,,,
QQuickFramebufferObject: use rhi against opengl related types.,QTBUG-90993,312959,Suggestion,Reported,QTBUG,Qt,software,laknoll,"SCM can be found at the Git repository through http://code.qt.io/cgit/.
News on Qt development and releases can be found at http://www.qt.io",https://www.qt.io/qt-framework/,Not Evaluated,,qt.team.quick.subscriptions,niqingliang2003,niqingliang2003,08 Feb '21 03:18,08 Feb '21 03:18,18 Feb '21 09:41,,6.0.1,6.1.0 FF,,,,,,,,,,,,,,,,,,,,,Quick: Core Declarative QML ,,,,0,,,,QQuickFramebufferObject: use rhi against opengl related types.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,All,,,,,,"0|i0qj2v:",9223372036854775807,9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QWebEngineView::setHtml() should allow empty baseUrl for External objects linked ,QTBUG-90927,312837,Suggestion,Reported,QTBUG,Qt,software,laknoll,"SCM can be found at the Git repository through http://code.qt.io/cgit/.
News on Qt development and releases can be found at http://www.qt.io",https://www.qt.io/qt-framework/,Not Evaluated,,qt_webengine_team,philip,philip,04 Feb '21 11:17,04 Feb '21 11:17,18 Feb '21 09:41,,,,,,,,,,,,,,,,,,,,,,,,WebEngine,,,,0,,,,"According to the doc of https://doc.qt.io/qt-5/qwebengineview.html#setHtml

> For external objects to be loaded, baseUrl cannot be empty.
> 
But for convenience , and if we set all external objects in the HTML linked with absolute url, I suggest QWebEngineView::setHtml() should allow empty baseUrl.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,,,,"0|i0qicv:",9223372036854775807,9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QML Type for DBUS access (much like nemo-qml-plugin),QTBUG-90785,312574,Suggestion,Reported,QTBUG,Qt,software,laknoll,"SCM can be found at the Git repository through http://code.qt.io/cgit/.
News on Qt development and releases can be found at http://www.qt.io",https://www.qt.io/qt-framework/,Not Evaluated,,thiago,al13n,al13n,31 Jan '21 16:38,03 Feb '21 08:55,18 Feb '21 09:41,,,,,,,,,,,,,,,,,,,,,,,,D-Bus,,,,0,,,,"It would be great for a qml type to exist to easily handle a few simple DBUS cases. much like nemo-qml-plugin, but without the requirements on nemo. see https://git.sailfishos.org/mer-core/nemo-qml-plugin-dbus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,,,,"0|i0qgvz:",9223372036854775807,9223372036854775807,,,,,,,,,,,,,,"01 Feb '21 09:05;ulherman;This should not be part of QtQml, but rather a separate QML module.","03 Feb '21 06:45;srutledg;Yeah, of course it should be another module.

What do you want to use it for?  Building system configuration UIs?  Client only or do you want to write a service in QML?

The nemo solution looks like only an imperative API so far?  It would be nice to think about how to have a declarative API at least for some things.  For example imagine using it for configuring bluetooth or wifi using connman or bluez or something else that has a d-bus API: you'd get back lists of things the user needs to choose.  So conventionally you need a subclass of QAIM that can hold lists of stuff you got back from a d-bus function call (and yeah QAIM is a holdover from the widget days, but we don't have anything better); or else you could try to get by populating a ListModel in JS, or a TableModel, but then that's more imperative JS.  I used MeeGo.Connman once, and it has those ListModels:
https://github.com/ec1oud/grefsen/blob/master/imports/Grefsen/ConnmanPopover.qml
If you write C++ for each D-bus service that you want to access, it's not too hard to make a nice QML-facing API.  The generic solution for all possible D-bus services could be powerful with the right API, but it's hard to make it generic and beautiful at the same time.

Maybe it makes sense to extend QtRO https://doc.qt.io/qt-5/qtremoteobjects-index.html for that? (disclaimer: I don't have experience with it; maybe it doesn't fit at all)  or some other context where it makes sense to parse the xml interface definition and generate proxy objects with local functions that call remote functions, and also local properties that will use remote setters and getters, so you can make declarative bindings to them.

We don't even have a pure-qml solution for running a QProcess yet (even though the idea has been around for years, and there have been patch proposals).  Nor reading and writing of files.  This seems lower priority than that somehow, although perhaps it's also safer.

You could write it yourself and put it into Qt Marketplace.  The plan is that eventually Conan will make it easier for a project to have a build-time dependency on a third-party module that comes from Marketplace.  I don't expect that the Qt Company cares much about this, unless it turns out that we have multiple commercial customers asking for it, which is not something I've heard about so far anyway.","03 Feb '21 08:55;al13n;I think it would be interesting to have both client and server.

I figured it would be fairly easy to port this into the system so that it would come default everywhere, in which case as like a qml dev it would be interesting if i can kind of count on this functionality (since i'm doing mostly qml-only apps).

I can see this would be a hassle politically, so i'm probably not gonna bother and just try to use the nemo thing and rip out these nemo dependencies.

For my purposes, i wanted to have some simple small services, in which case the app becomes controllable from remote/cli and/or other apps; and i don't have to bother with C++ and/or compiling.  (i start most of my apps just from qmlscene)

In my case i don't need complex data throughput or anthing, just fairly simple things like: what's the current status, and things like start, stop, and do X, Y.",,,,,,,,,,,,,,,,,,,
QElapsedTimer could use a QML Type,QTBUG-90784,312573,Suggestion,Reported,QTBUG,Qt,software,laknoll,"SCM can be found at the Git repository through http://code.qt.io/cgit/.
News on Qt development and releases can be found at http://www.qt.io",https://www.qt.io/qt-framework/,Not Evaluated,,qt.team.quick.subscriptions,al13n,al13n,31 Jan '21 16:32,01 Feb '21 09:19,18 Feb '21 09:41,,,,,,,,,,,,,,,,,,,,,,,,Core: Date/Time,Quick: Core Declarative QML ,,,0,,,,"it would be great to have access in QML to a Timer based on monitonic clocks and where you can use it for relatively precise elapsed time, independant on any DST, leap seconds, time changes. (also maybe QDeadlineTimer)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,,,,"0|i0qgvr:",9223372036854775807,9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenSSL Toolkit from Installer should be built with a recent MSVC compiler,QTBUG-78242,284468,Suggestion,Reported,QTBUG,Qt,software,laknoll,"SCM can be found at the Git repository through http://code.qt.io/cgit/.
News on Qt development and releases can be found at http://www.qt.io",https://www.qt.io/qt-framework/,Not Evaluated,,aksalova,markus.maier,markus.maier,12 Sep '19 06:53,01 Feb '21 08:58,18 Feb '21 09:41,,5.12.5,,,,,,,,,,,,,,,,,,,,,,Packaging & Installer,,,,3,Reported_by_support_standard,,,"Opening one of the dll's in C:\Qt\Tools\OpenSSL\Win_x64\bin with e.g. Dependencies.exe ([https://github.com/lucasg/Dependencies] ) or another dependency analyzer shows which libraries these dlls depend on.

One of these dependencies is MSVCR100.dll, meaning that the libraries have been built with MSVC 2010. This means that every application using these files gets an additional dependency to the ""Microsoft Visual C++ Redistributable 2010"" package.

In order to avoid that a Qt application depends two different C++ runtime environments, OpenSSL should be built with the latest MSVC version that Qt itself currently uses, so there is at least a possibility to avoid this additional dependency.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,Windows,,,,,,"0|i0m373:",9223372036854775807,9223372036854775807,,,,,,,,,,,,,,"25 Jun '20 14:10;bolieu541;I totally agree. Some users of my software had an issue with OpenSSL and it took some times to find that the issue was related to the dependencies. Maybe add multiple version of the binaries depending on the Visual Studio version.","12 Jan '21 01:04;rgriebl;Although is not really a bug, please a least document this somewhere. Not even the installer's description of the OpenSSL packages tells you about this.

I just spent too much time trying to figure out why some users of my open-source project have weird TLS problems with Windows binaries built against Qt 5.15 / MSVC 2019 plus OpenSSL from the installer.","01 Feb '21 08:58;patrick.babonneau;We all agree that this not really a bug. However, I'm not willing to instal a full MSVC compilation toolchain only to produce two Dll's (nor run mandatory associate tests that shoudl be conducted by someone that really mastered potential security issues associated with).

Like Robert I also spent many time to detect what could explain issues reported by my customers, and finally add VCredist 2010 package inro my installer. VCredist is sytematically activated (silently) to install potential missing dll. I'm not very satisfied with this dirty patch.

Please,  can you re-evaluate issue priority ?",,,,,,,,,,,,,,,,,,,
Support adjustable draggable border width in qt5ct,QTBUG-90774,312559,Suggestion,Reported,QTBUG,Qt,software,laknoll,"SCM can be found at the Git repository through http://code.qt.io/cgit/.
News on Qt development and releases can be found at http://www.qt.io",https://www.qt.io/qt-framework/,Not Evaluated,,,mray271,mray271,30 Jan '21 07:51,30 Jan '21 07:54,18 Feb '21 09:41,,5.15.2,,,,,,,,,,,,,,,,,,,,,,GUI: Window management,,,,0,,,,"{{In Gnome3 the draggable border width on windows that can be ""grabbed"" by mouse to resize a window can be set and configured easily by:}}
{code:java}
gsettings set org.gnome.mutter draggable-border-width 15
{code}
{{This functionality doesn't appear available in QT and would make accessibility – especially for programmers that frequently need to resize windows – much better.}}

Related ticket:
 {{[https://github.com/eteran/nedit-ng/issues/291]}}

https://bugreports.qt.io/browse/QTBUG-90569

 ","QT 5.15.2

Fedora Core 33 (5.10.10-200.fc33.x86_64)

Gnome3 Desktop Window manager.",,,,,,,,,,,,,,QTBUG-90569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,Linux/Other display system,,,,,,"0|i0qgsn:",9223372036854775807,9223372036854775807,,,,,,,,,,,,,,"30 Jan '21 07:53;mray271;If qt5ct supported something similar to Gnome's\{{}}
{code:java}
gsettings set org.gnome.mutter draggable-border-width 15

{code}
 

it would solve the issue.

 ",,,,,,,,,,,,,,,,,,,,,
Qt online installer should ship all licenses in separate plaitext files,QTBUG-90671,312327,Suggestion,Reported,QTBUG,Qt,software,laknoll,"SCM can be found at the Git repository through http://code.qt.io/cgit/.
News on Qt development and releases can be found at http://www.qt.io",https://www.qt.io/qt-framework/,Not Evaluated,,releaseteam,talkless,talkless,27 Jan '21 08:36,27 Jan '21 08:36,18 Feb '21 09:41,,5.13.2,5.15.2,,,,,,,,,,,,,,,,,,,,,Packaging & Installer,,,,0,,,,"In Qt Online installer directory {{Qt/Licenses}} we get:
{code:java}
ThirdPartySoftware_Listing.txt
LICENSE
LICENSE.FDL
{code}
But non of these license files mentions, for example, ICU license, while {{libicu*}} are shipped and we have to bundle them with our application too.


 One can find ICU licenses ""buried"" in docs within {{Qt/Docs/Qt-5.13.2/qtwebengine/qtwebengine-3rdparty-icu.html}}, but that's unusable for distribution.

It would be convenient if Licenses directory contained plaintext files for all third party licenses, available to copy during CMake/QMake run, for example, to the output directory, ready to build installer, etc.

While currently Qt user have to manually sync relevant license files from upstream.

 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,All,,,,,,"0|i0qfgn:",9223372036854775807,9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add an uninitialized resize to sequential containers,QTBUG-90581,312173,Suggestion,Reported,QTBUG,Qt,software,laknoll,"SCM can be found at the Git repository through http://code.qt.io/cgit/.
News on Qt development and releases can be found at http://www.qt.io",https://www.qt.io/qt-framework/,Not Evaluated,,thiago,peppe,peppe,25 Jan '21 11:06,25 Jan '21 11:06,18 Feb '21 09:41,,,,,,,,,,,,,,,,,,,,,,,,Core: Containers and Algorithms,,,,0,,,,"To complement resize(), which (when growing) value-initializes the objects, add constructors and resize-like methods that ""don't initialize"".

h2. How to ""not initialize""

h3. Default construction

The straightforward way is to default construct elements in the container, not value construct them. However, such a thing won't give benefits for Qt types which always initialize when default constructed...

h3. Qt::Uninitialized

Many Qt types have a constructor taking a Qt::Uninitalized argument. So, if the type is constructible using that, we should definitely use it.

h3. Not constructed at all

Not a fan of this, at least, not through resize() methods -- having objects around for which lifetime hasn't started yet is tricky to manage (they can't be merely overwritten via assignments).

h2. What kind of API to offer

h3. uninitializedResize(m)  / resizeUninitialized(n)

(Subject to the usual bikeshedding on the name). If n < size() then they erase from the end, as usual. If n > size(), reallocate if necessary and construct the n-size() elements at the end as specified above. So this is mostly like resize(), it just changes what happens when growing.

h3. Resize for overwrite

P1072 is also proposing a different API, resizing AND delegating initialization to a function called from within the resizing:

https://wg21.link/p1072

I wonder how actually practical it is, or if it's a boring ""settling for a compromise"" to actually achieve Standardizataion...

h2. Bonus points: fix QByteArray / QString

Stop making QByteArray::resize() / QString::resize() not initialize their data, unlike *any* other resize() method. (They should still NUL terminate it, that's another story)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,,,,"0|i0qein:",9223372036854775807,9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poor documentation for QSortFilterProxyModel::sortRole and filterRole,QTBUG-90481,311925,Suggestion,Reported,QTBUG,Qt,software,laknoll,"SCM can be found at the Git repository through http://code.qt.io/cgit/.
News on Qt development and releases can be found at http://www.qt.io",https://www.qt.io/qt-framework/,Not Evaluated,,dfaure_kdab,andrhans,andrhans,20 Jan '21 12:01,20 Jan '21 12:01,18 Feb '21 09:41,,,,,,,,,,,,,,,,,,,,,,,,Core: Item Models,Documentation,,,0,,,,"The QSortFilterProxyModel::sortRole and filterRole properties are strange. They only affect the default implementations of `filterAcceptsRows` and `lessThan`, virtual methods that you typically reimplement to provide custom filtering or sorting. But when reimplementing, these properties lose their entire value it seems.

More than once, we have had developers who think these properties affect which roles trigger filtering or sorting. You don't want all changes to affect sorting, or filtering, only a few ones.

At best, the docs could be improved to indicate that these properties only work if you don't reimplement the above-mentioned methods...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,All,,,,,,"0|i0qd4f:",9223372036854775807,9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
