Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Cloners),Outward issue link (Depend),Outward issue link (Depend),Outward issue link (Depend),Outward issue link (Depend),Outward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Incorporate),Outward issue link (Incorporate),Outward issue link (Incorporate),Outward issue link (Incorporate),Outward issue link (Incorporate),Outward issue link (Relate),Outward issue link (Relate),Outward issue link (Relate),Outward issue link (Relate),Outward issue link (Relate),Outward issue link (Relate),Outward issue link (Relate),Outward issue link (Relate),Outward issue link (Relate),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (1.1.x Status),Custom field (1.5 Status),Custom field (10 status),Custom field (11 status),Custom field (12 status),Custom field (19 status),Custom field (2.1.x Status),Custom field (2.2 Status),Custom field (2.3 Status),Custom field (2.7 Status),Custom field (2.8 Status),Custom field (2.9 Status),Custom field (20 status),Custom field (21 Status),Custom field (CLE Team Issue),Custom field (Conversion Script Required),Custom field (Epic Link),Custom field (External issue ID),Custom field (External issue ID),Custom field (Global Rank),Custom field (Points),Custom field (Previous GIT issue),Custom field (Previous Issue Keys),Custom field (Property addition/change required),Custom field (Raised During),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Release Notes),Custom field (Test Plan),Custom field (Test Sessions),Custom field (Test Sessions),Custom field (Testing Status),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitCommitsReferenced),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
rubric for assignment,SAK-29045,64719,New Feature,Awaiting Review,SAK,Sakai,software,maintenanceteam,"The core Sakai Project. Please follow the <a href=""https://confluence.sakaiproject.org/display/MGT/Sakai+Jira+Guidelines"">Jira Guidelines</a>",http://sakaiproject.org,Major,,maintenanceteam,hedrick,hedrick,05-Feb-2015 14:04,01-Aug-2017 12:28,18-Feb-2021 03:39,,,,,,,,,,,,,,,,,,,,Assignments,,,,,,,3,ContributedPatch,,,,,,,,"Rutgers is planning to add a rubric feature for Assignment. This is existing code from Assignment 2, which is being moved to Assignment. It allows the instructor to create a rubric or choose a standard one and possibly add rows.

The rubric is used when grading the assignment. Totals are visible through a separate statistics screen. We do not currently base the grade for the assignment on the rubric, but that would be fairly easy to add.

We probably don't have the manpower to do much other than simply add this to Assignment in its current form, though we'd probably be willing to add an option to base the grade on the rubric if that would be important.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05-Feb-2015 14:04;hedrick;rubirc-3.tiff;https://jira.sakaiproject.org/secure/attachment/42406/rubirc-3.tiff","05-Feb-2015 14:04;hedrick;rubric-1.tiff;https://jira.sakaiproject.org/secure/attachment/42404/rubric-1.tiff","05-Feb-2015 14:04;hedrick;rubric-2.tiff;https://jira.sakaiproject.org/secure/attachment/42405/rubric-2.tiff","05-Feb-2015 14:04;hedrick;rubric-4.tiff;https://jira.sakaiproject.org/secure/attachment/42407/rubric-4.tiff","05-Feb-2015 14:04;hedrick;rubric-5.tiff;https://jira.sakaiproject.org/secure/attachment/42408/rubric-5.tiff","05-Feb-2015 14:04;hedrick;rubric-6.tiff;https://jira.sakaiproject.org/secure/attachment/42409/rubric-6.tiff",,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,"0|108hv4:",9223372036854775807,,,,,Not started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Translations for podcasts,SAK-22937,57675,New Feature,OPEN,SAK,Sakai,software,maintenanceteam,"The core Sakai Project. Please follow the <a href=""https://confluence.sakaiproject.org/display/MGT/Sakai+Jira+Guidelines"">Jira Guidelines</a>",http://sakaiproject.org,Major,,jean-francois.leveque@upmc.fr,holdorph,holdorph,27-Nov-2012 15:58,01-Aug-2017 12:28,18-Feb-2021 03:39,,2.9.0,,,,,,,,,,,,,,,,,,Podcasts,Translation,,,,,,0,ContributedPatch,,,,,,,,New and updated translations for podcasts property bundles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27-Nov-2012 15:58;holdorph;podcasts_translations.tar.gz;https://jira.sakaiproject.org/secure/attachment/34510/podcasts_translations.tar.gz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16824,,,,,,"0|103xk0:",22935,,,,,Not started,,,,,,,"10-Sep-2013 08:09;jean-francois.leveque@upmc.fr;Would you mind if I do the work as L10n coordinator, Tan?","10-Sep-2013 08:50;tnguyen@iupui.edu;No, please go ahead. Thanks.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simplified Chinese translation for profile2's email templates,SAK-27880,63735,New Feature,Awaiting Review,SAK,Sakai,software,maintenanceteam,"The core Sakai Project. Please follow the <a href=""https://confluence.sakaiproject.org/display/MGT/Sakai+Jira+Guidelines"">Jira Guidelines</a>",http://sakaiproject.org,Major,,,gaojun,gaojun,04-Sep-2014 04:43,01-Aug-2017 12:28,18-Feb-2021 03:39,,10.2,,,,,,,,,,,,,,,,,,Profile,Translation,,,,,,0,ContributedPatch,,,,,,,,"Add translation for new templates.
Modify exist templates with CDATA to make them easy to read.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04-Sep-2014 04:43;gaojun;profile2.diff;https://jira.sakaiproject.org/secure/attachment/41345/profile2.diff",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,"0|108dbs:",9223372036854775807,,,,,Not started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sakai 10.x : patch to add french translation for html files in reference module,SAK-27843,63687,New Feature,Awaiting Review,SAK,Sakai,software,maintenanceteam,"The core Sakai Project. Please follow the <a href=""https://confluence.sakaiproject.org/display/MGT/Sakai+Jira+Guidelines"">Jira Guidelines</a>",http://sakaiproject.org,Major,,maintenanceteam,yannick56,yannick56,26-Aug-2014 08:32,01-Aug-2017 12:28,18-Feb-2021 03:39,,10.2,,,,,,,,,,,,,,,,,,Reference,,,,,,,0,ContributedPatch,,,,,,,,"sakai 10.x : patch to add french translation for html files in reference module

Files translated in french :
about.html
acknowledgments.html
features.html
hold_copyright.html
myworkspace_info.html
public_domain.html
server_info.html
training.html
webcontent_instructions.html

Files not translated in french :
webdav_instructions.html","Mageia Linux 4
Sakai 10.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26-Aug-2014 08:32;yannick56;reference-french-html-files.patch;https://jira.sakaiproject.org/secure/attachment/41314/reference-french-html-files.patch","03-Sep-2014 07:22;yannick56;sakai-french-html-files.zip;https://jira.sakaiproject.org/secure/attachment/41332/sakai-french-html-files.zip",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,"0|108d14:",9223372036854775807,,,,,Not started,,,,,,,"03-Sep-2014 05:58;jean-francois.leveque@upmc.fr;Yannick, could you add the individual files for review?

Frédéric, is there a way to manage these files through Crowdin?","03-Sep-2014 07:22;yannick56; [~jean-francois.leveque@upmc.fr]
>Yannick, could you add the individual files for review?
Task done in this zip file with all the individual html files.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Update French (Canadian) Translation for Gradebook 2.6.1,SAK-19230,41107,New Feature,OPEN,SAK,Sakai,software,maintenanceteam,"The core Sakai Project. Please follow the <a href=""https://confluence.sakaiproject.org/display/MGT/Sakai+Jira+Guidelines"">Jira Guidelines</a>",http://sakaiproject.org,Major,,,ahernandez,ahernandez,24-Sep-2010 10:45,01-Aug-2017 12:28,18-Feb-2021 03:39,,2.6.1,,,,,,,,,,,,,,,,,,Gradebook Classic,Translation,,,,,,0,ContributedPatch,,,,,,,,"Updated French (Canadian) translation from UdeM

This is a new update for gradebook - Messages_fr_CA.properties 2.6.1

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24-Sep-2010 10:45;ahernandez;update_messages_fr_CA.txt;https://jira.sakaiproject.org/secure/attachment/22053/update_messages_fr_CA.txt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18529,,,,,,"0|104t3c:",28044,,,,,Not started,,,,,,,"14-Jun-2013 09:28;jean-francois.leveque@upmc.fr;I'm awaiting feeback from HEC Montréal to know what to do with this translation.","07-Aug-2013 16:52;mmmay;Jon Cook is no longer working on Sakai so I'm setting these issues to go to the default assignee for the component. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resubmitting assigment is misunderstood,SAK-18702,38158,New Feature,OPEN,SAK,Sakai,software,maintenanceteam,"The core Sakai Project. Please follow the <a href=""https://confluence.sakaiproject.org/display/MGT/Sakai+Jira+Guidelines"">Jira Guidelines</a>",http://sakaiproject.org,Major,,umich-dev,jan.bidner@ladok.umu.se,jan.bidner@ladok.umu.se,26-Jun-2010 15:23,01-Aug-2017 12:28,18-Feb-2021 03:39,,2.6.0,2.6.1,2.6.2,,,,,,,,,,,,,,,,Assignments,,,,,,,0,ContributedPatch,,,,,,,,"We have had many examples where students simply misunderstood the resubmitting of an assignment and simply clicked the ""Resubmit""-button expecting to come to another page where the actual resubmitting is done. That is not the case. It is all done just a few lines up (""Add/remove attached files""). We wanted to enhance this process - and eliminate the possibility to make this mistake - by putting a control to the ""resubmit""-button and check whether any changes have been made to the attached file. The students should be warned if they clicked the button WITHOUT making any changes. This goes for submitting the file in the first place. But we were stuck on different solutions. We ended up with an ugly solution - a confirmation dialogue just to remind the students what they were actually doing: ""You are about to submit your work. Are you sure?"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26-Jun-2010 15:23;jan.bidner@ladok.umu.se;Changeset823.diff;https://jira.sakaiproject.org/secure/attachment/20627/Changeset823.diff",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2990,,,,,,"0|100p40:",4071,,,,,Not started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Improve the compatibility of templates loading in ETS,SAK-27876,63731,New Feature,Awaiting Review,SAK,Sakai,software,maintenanceteam,"The core Sakai Project. Please follow the <a href=""https://confluence.sakaiproject.org/display/MGT/Sakai+Jira+Guidelines"">Jira Guidelines</a>",http://sakaiproject.org,Major,,,gaojun,gaojun,04-Sep-2014 02:57,01-Aug-2017 12:28,18-Feb-2021 03:39,,10.2,,,,,,,,,,,,,,,,,,Email Template Service,,,,,,,0,ContributedPatch,,,,,,,,"Currently, there are 4 tools use ETS to load templates. They are reset-pass, site-management, profile2 and polls.

But, only polls and profile2 use the function processEmailTemplates defined in ETS.

After a detailed investigation, polls and profile2 define single template per file, while site-management and reset-pass define multiple templates per file. And the function processEmailTemplates cannot handle multiple templates in one file.

This patch give the function ability to handle multiple files in one file. It will first try to guess it's a multiple-template file, and then try the single one.

Changes:
1. To multiple-template, the root element is <emailTemplates> and for each template, <emailTemplate> is used. To single-template, the root element is <emailTemplate>

2. To multiple-template, <key> can be defined under <emailTemplates> and if another <key> is defined in <emailTemplate> the template-specified key will override the root one.

3. A new model EmailTemplates is added to handle the multiple-template file.

4. If 'owner' is not defined in template, 'admin' is used by default.

5. Some modification made in EmailTemplate model to handle both cases.

I'll add the code to make reset-pas and site-management to use ETS method in some other tickets.",,,,,,,,,,,SAK-27877,SAK-27878,,,,,,,,,,,,,,,,,,,"04-Sep-2014 02:57;gaojun;ets.diff;https://jira.sakaiproject.org/secure/attachment/41339/ets.diff",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,"0|108daw:",9223372036854775807,,,,,Not started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pre-populate email archive address with site title when added by template or site info,SAK-32711,71549,New Feature,OPEN,SAK,Sakai,software,maintenanceteam,"The core Sakai Project. Please follow the <a href=""https://confluence.sakaiproject.org/display/MGT/Sakai+Jira+Guidelines"">Jira Guidelines</a>",http://sakaiproject.org,Major,,maintenanceteam,drramsey,drramsey,19-Jul-2017 09:30,24-Jul-2017 13:19,18-Feb-2021 03:39,,11.4,12.0,,,,,,,,,,,,,,,,,Site Info,,,,,,,1,,,,,,,,,"Through SAK-19298, Sakai property wsetup.mailarchive.prepopulate.email was added so when a site is created via Worksite Setup, the email address for email archive is automatically populated.

 

If a site is created via Worksite Setup via a template site or Email Archive  is added via Site Info->Manage tools, the email address is not prepopulated.  Can this be automatically configured as well?",11x/12x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,"0|109jtk:",9223372036854775807,,,,,Not started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drop Box/Resources - Page redraws from top,SAK-22082,54270,New Feature,Awaiting Review,SAK,Sakai,software,maintenanceteam,"The core Sakai Project. Please follow the <a href=""https://confluence.sakaiproject.org/display/MGT/Sakai+Jira+Guidelines"">Jira Guidelines</a>",http://sakaiproject.org,Major,,maintenanceteam,tcollins@uwindsor.ca,tcollins@uwindsor.ca,19-Apr-2012 08:50,30-Jun-2017 11:23,18-Feb-2021 03:39,,2.7.2,2.9.0,,,,,,,,,,,,,,,,,Content,Drop box,,,,,,1,,,,,,,,,"In Drop Box and Resources, every user operation upon page causes page to redraw from top, so user has to repeatedly find the area they want.
We received the following comment today and have had many similar comments:
.........................................
 It would also be helpful if once you added something to the dropbox the system didn't immediately refresh and take you back to the top of the page.
 This can be a bit frustrating when working with a larger class.
 Especially if you are dropping items for each class member and each time you complete one the system takes you back to the top of the list of names.
.........................................
It would be awesome if users could be brought back to the list at the last place they were working.",,,,,,,,,,,,,,,SAK-32426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,3871,,,,,,"0|100u7s:",4898,,,,,Not started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add url thumbnail expansion to CKEditor,SAK-32619,71289,New Feature,OPEN,SAK,Sakai,software,maintenanceteam,"The core Sakai Project. Please follow the <a href=""https://confluence.sakaiproject.org/display/MGT/Sakai+Jira+Guidelines"">Jira Guidelines</a>",http://sakaiproject.org,Major,,a.fish@lancaster.ac.uk,a.fish@lancaster.ac.uk,a.fish@lancaster.ac.uk,21-Jun-2017 10:06,30-Jun-2017 07:49,18-Feb-2021 03:39,,12.0,,,,,,,,,,,,,,,,,,WYSIWYG Widget (FCK & CK Editor),,,,,,,0,,,,,,,,,"Add url thumbnail expansion to CKEditor. The commons tool has implemented url expansion where you can paste a url in and it gets expanded into an image and title. Like Facebook and lot's of other services do it. For it to be useful you'll need to just be able to drop the url into the editor window and the expansion happen, no extra button. This might imply a toggle like we have for MathJax parsing.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,"0|109i80:",9223372036854775807,,,,,Not started,,,,,,,"30-Jun-2017 05:27;adamm;This would be brilliant.

 

Any plans to display image thumbnails (and doc/pdf previews) in Resources?","30-Jun-2017 07:21;a.fish@lancaster.ac.uk;I've got the code in commons already, javascript and server side, so it'd just be a case of me fitting that to the ckeditor world. Then we get url expansion in all the tools using ckeditor. Kudos city :)","30-Jun-2017 07:49;adamm;Awesome Towers, Wyoming!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Improved database migrations,SAK-32605,71251,New Feature,OPEN,SAK,Sakai,software,maintenanceteam,"The core Sakai Project. Please follow the <a href=""https://confluence.sakaiproject.org/display/MGT/Sakai+Jira+Guidelines"">Jira Guidelines</a>",http://sakaiproject.org,Major,,,buckett,buckett,13-Jun-2017 12:20,19-Jun-2017 14:00,18-Feb-2021 03:39,,12.0,,,,,,,,,,,,,,,,,,Global,,,,,,,1,,,,,,,,,"At the moment database migrations are done with SQL scripts that are run between each major upgrade. This is error prone and means developers regularly have to clean out databases or manually go and find SQL migration code when working on the master branch.

`auto.ddl` takes care of new tables but this doesn't help for changes and refactorings to existing tables. Also when the migration needs to involve Java code (as in the migration of favourite sites) custom solutions are developed each time.

We should look at using a database migration tool such as liquibase or flyway to make these database migrations easier.",,,,,,,,,,,,,,,,,,,,,,DASH-313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,"0|109i28:",9223372036854775807,,,,,Not started,,,,,,,"13-Jun-2017 12:28;buckett;The obvious candidates for doing this are flyway and liquibase:

http://www.liquibase.org/

 + Supports database independent migrations
 - Uses one central migration file (creates problems for local forks)
 - has gone very quiet in the last 6 months with the main author not being very active.


https://flywaydb.org/

 + Uses raw SQL in individual files.
 + Simple
 + Supports out of order execution for handling local changes (?)","13-Jun-2017 12:42;buckett;Pinging [~jonespm] so it's on your radar, as I know you've thought about this","13-Jun-2017 13:12;jonespm;Yeah, is a good idea. Earle pointed me some code that RSmart/Scriba used to use for Flyway. The concept there seemed simple.

https://source.sakaiproject.org/svn/msub/rsmart.com/sakai/trunk/rsmart/upgrade/

The main code DbUpgrader is pretty simple and doesn't take into some of the cases we'd hit in the community (mentioned below like contrib tools) skipping scripts for newer installs) but could be a start

https://source.sakaiproject.org/svn/msub/rsmart.com/sakai/trunk/rsmart/upgrade/upgrade-impl/src/java/com/rsmart/cle/upgrade/DbUpgrader.java

I just didn't know if it would be the best idea to.

#1 Run auto.ddl to just provide a ""base schema"" dump as a SQL file as V1 from some revision of Sakai (like Sakai 11) and build the future conversions from there. Dump the schema to this file and never run auto.ddl again on core.

#2 Leave auto.ddl as a requirement BUT keep the flyway scripts updated so that they will update to whatever version you start from. 

#3 Some hybrid solution if auto.ddl can be managed. I think the ideal is that if there is no schema, run the full auto.ddl otherwise run the scripts.

I mean I think it's fine if we started up with flyway on Sakai 12 (no scripts) and everyone was updating. But if there was some school out (or nightly) that started on Sakai 12, they obviously wouldn't run any of the conversion scripts, the database would need to reflect that they're all ""caught up"". I don't think it took this into account?

I feel like we'd have to go with option #2 (Leave auto.ddl on) because contrib tools coming in will need their schema created still and I don't know how #3 would work with that. They may or may not be able to participate in this process. Though not all schools have auto.ddl on in production either.  I think it would be *nice* if we had some interface that contrib tools could implement to register their conversion scripts with the ""upgrade handler"" but this would be a wishlist idea.

I don't know though, I've certainly thought about it, and there is a proof of concept but seems like more was necessary to finish it off.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allow auto groups to be created for specified roster and role,SAK-32586,71204,New Feature,OPEN,SAK,Sakai,software,maintenanceteam,"The core Sakai Project. Please follow the <a href=""https://confluence.sakaiproject.org/display/MGT/Sakai+Jira+Guidelines"">Jira Guidelines</a>",http://sakaiproject.org,Major,,maintenanceteam,curtisvo,curtisvo,01-Jun-2017 15:42,12-Jun-2017 13:26,18-Feb-2021 03:39,,11.4,,,,,,,,,,,,,,,,,,Site Info,,,,,,,0,,,,,,,,,"When an instructor automatically generates groups using the auto groups function in Site Info, they may limit the groups by roster (for sites with multiple sections) or by role, but not both.

This limits the use of auto groups in section aware sites, as instructors are included in the groups with students so they can't be used for assignments, test/quizzes, etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01-Jun-2017 15:40;curtisvo;Selection_015.png;https://jira.sakaiproject.org/secure/attachment/47503/Selection_015.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,"0|109hrs:",9223372036854775807,,,,,Not started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roster js files should be called using a version parameter,SAK-32381,70685,New Feature,OPEN,SAK,Sakai,software,maintenanceteam,"The core Sakai Project. Please follow the <a href=""https://confluence.sakaiproject.org/display/MGT/Sakai+Jira+Guidelines"">Jira Guidelines</a>",http://sakaiproject.org,Major,,a.fish@lancaster.ac.uk,alex@asic.udl.es,alex@asic.udl.es,27-Mar-2017 02:22,01-Jun-2017 05:12,18-Feb-2021 03:39,,11.4,12.0,19.0,,,,,,,,,,,,,,,,Roster,,,,,,,0,,,,,,,,,"Each time we update a version or we apply a patch to js files of roster users don't see the change until they clean the cache. It would be easier for operations to avoid this step. I would suggest that it would help appending a version parameter to the js calls like portal does.

We could use the existing portal.cdn.version or another property in sakai.properties, so everytime that there is a change we could change that property to ensure that users will see the change.

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,"0|109f00:",9223372036854775807,,,,,Not started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Title of default forum in new template site should match new template site,SAK-32582,71198,New Feature,OPEN,SAK,Sakai,software,maintenanceteam,"The core Sakai Project. Please follow the <a href=""https://confluence.sakaiproject.org/display/MGT/Sakai+Jira+Guidelines"">Jira Guidelines</a>",http://sakaiproject.org,Major,,,jonespm,jonespm,31-May-2017 10:55,31-May-2017 15:25,18-Feb-2021 03:39,,10.8 [Tentative],11.4,12.0,,,,,,,,,,,,,,,,Forums Tool,,,,,,,1,,,,,,,,,"I'd consider this a debatable bug, but when you have a site as a forum with the forums, it creates a default forum with no title (when no forums exist on the first entry). When this site is used as a copy, the old title still exists. This is good in some cases because you may want to setup forums in the template site and not have them changed. However it seems like it would be nice if you could have the standard behavior in the new site.

Note, if you NEVER click on the forum tool in the template site it works as expected so this is one workaround, so is setting up generic sounding forum names.

See test plan for more details.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,"0|109hqg:",9223372036854775807,,"- Create a site with the forums tool added
- Click on the forums tool to go into it once, notice the name of the forum matches this site. (This is important, if you don't click on it this does work as expected)

- As admin go to the Sites tool and search for that site
- Click Add/Edit properties and add the property
  Name   template 
  Value  true

- Click New Property
- Click Save

- Go to WorkSite Setup
- Create site from template (using the site you created)
- Copy content checked
- Go to this new forums tool, notice the forums matches the previous template

Possibly expected behavior, the ""default"" forum should match the name of the site. ",,,Not started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add more static panels to tools,SAK-32563,71123,New Feature,OPEN,SAK,Sakai,software,maintenanceteam,"The core Sakai Project. Please follow the <a href=""https://confluence.sakaiproject.org/display/MGT/Sakai+Jira+Guidelines"">Jira Guidelines</a>",http://sakaiproject.org,Major,,,Itenium,Itenium,23-May-2017 07:56,31-May-2017 13:51,18-Feb-2021 03:39,,,,,,,,,,,,,,,,,,,,Skins (CSS),,,,,,,0,UX,,,,,,,,"Good day.

In Sakai, one needs to often go back to the top of a page. For example, if one is in lessons, and the lesson get too long and one want to go to the next page.

It would be nice that the top frame and side frame can be frozen, that one return to them at any stage.

For a example look at https://www.w3schools.com/css/default.asp

On this website the side frame and top frame are frozen, which make navigation much simpler.

I would suggest that the frame be frozen below the ""Home, Overview"" part of the attached file.


Thank you for your assistance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23-May-2017 07:52;Itenium;Freeze pains.JPG;https://jira.sakaiproject.org/secure/attachment/47433/Freeze+pains.JPG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,"0|109hkg:",9223372036854775807,,,,,Not started,,,,,,,"31-May-2017 13:50;ncaidin;Thank you for your UX suggestions.  We do have a Sakai UX group and I suggest you take your ideas to them. They are investigating ways to improve the UI and consistency over time. You may want to subscribe to sakai-ux@apereo.org and post your questions there.

To subscribe send an email to sakai-ux+subscribe@apereo.org
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Back to top side floating button,SAK-32497,71035,New Feature,Awaiting Review,SAK,Sakai,software,maintenanceteam,"The core Sakai Project. Please follow the <a href=""https://confluence.sakaiproject.org/display/MGT/Sakai+Jira+Guidelines"">Jira Guidelines</a>",http://sakaiproject.org,Major,,maintenanceteam,Itenium,Itenium,02-May-2017 05:17,09-May-2017 10:48,18-Feb-2021 03:39,,,,,,,,,,,,,,,,,,,,Skins (CSS),,,,,,,0,,,,,,,,,"Good day.

Sometimes the page in Sakai becomes very long. This means that if one changed one thing, one need to scroll to top or bottom of the page to update it, go the next link etc. 

For example, if a mark of a student was changed in gradebook clasic, (please see Gradebook classic -Long list) one need to scroll to the bottom or top of the page to update the marks (please see Gradebook classic -Top view).  Here a ""BACK TO TOP""  floating button would help.  At this stage, you have a symalar floating bottom called ""CHAT"".  (please see Gradebook classic -Long list).

This is not the only place where ""BACK TO TOP"" floating button can help.  Others include:

Overview
Resources (For a long list of resources this is crirical)
Announcements
Test and quizzes
Just to name a few.

Thank you for your assistance.






",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"09-May-2017 02:33;Itenium;Gadebook classic -Top view.JPG;https://jira.sakaiproject.org/secure/attachment/47374/Gadebook+classic+-Top+view.JPG","09-May-2017 02:33;Itenium;Gradebook classic -Long list.JPG;https://jira.sakaiproject.org/secure/attachment/47373/Gradebook+classic+-Long+list.JPG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,"0|109h0w:",9223372036854775807,,,,,Not started,,,,,,,"08-May-2017 13:11;lgekeler;[~Itenium] We're not sure we understand what you're asking for. Could you elaborate? We believe you're making a feature request? Could you elaborate? Thanks!","09-May-2017 02:42;Itenium;Good day Laura.

I have updated to request.  Please let me know if it is more clear now.

Regards

Werner","09-May-2017 10:47;lgekeler;[~Itenium] This makes more sense to me now. I wonder whether a ""floating"" button is the right way to go though. What about on Lessons, when you have subpages, the Back/Next navigation exists at both the top of the page and at the bottom? I now believe this to be a ""New Feature"" and have changed its type accordingly. This Jira will be reviewed and potentially opened next Monday (2pm EDT). You're welcome to join us if you'd like? The meetings use Big Blue Button: [http://apereo.blindsidenetworks.net/apereo/]

You enter your own name, choose Room 4, and use the password ""apereo""

Joining us is not a requirement, I just thought I'd invite you.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
